author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290380842/;Москва;sale;flat;33;73;2;103.0;110000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
ID 47433674;unknown;https://www.cian.ru/sale/flat/304493395/;Москва;sale;flat;5;17;2;51.0;14700000;Орехово-Борисово Северное;Борисовский проезд;5;Домодедовская;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/301919439/;Москва;sale;flat;2;10;1;42.4;18020000;;;В17 кв-л;Опалиха;Сберсити ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/290001136/;Москва;sale;flat;2;6;2;75.0;84750000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/301593908/;Москва;sale;flat;7;15;1;37.0;7600000;;;;Коммунарка;Деснаречье ЖК
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/300423805/;Москва;sale;flat;2;13;1;56.19;26499204;;;В21 кв-л;Опалиха;Сберсити ЖК
Артем Ченцов;realtor;https://www.cian.ru/sale/flat/302772342/;Москва;sale;flat;9;30;2;49.8;26000000;Хорошево-Мневники;Шелепихинская набережная;40к3;Хорошёвская;Sydney City
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/303071453/;Москва;sale;flat;10;23;1;35.4;9900000;Южнопортовый;Волгоградский проспект;30С1;Волгоградский проспект;HighWay
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/291868741/;Москва;sale;flat;3;13;1;54.02;30299818;;;В20 кв-л;Павшино;Сберсити ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301520504/;Москва;sale;flat;2;21;2;116.0;142000000;Пресненский; Костикова;4к3;Улица 1905 года;Lucky
City View;real_estate_agent;https://www.cian.ru/sale/flat/303780972/;Москва;sale;flat;39;44;2;69.4;48000000;Пресненский;Ходынская ;2;Улица 1905 года;Пресня Сити
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/299137613/;Москва;sale;flat;4;12;1;45.87;23045088;;;В19 кв-л;Павшино;Сберсити ЖК
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/301628710/;Москва;sale;flat;2;5;2;75.1;84500000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
Кристина Лебедева;realtor;https://www.cian.ru/sale/flat/300285703/;Москва;sale;flat;3;4;2;36.0;10150000;Соколиная гора;Щербаковская ;53;Измайлово;
Основа;developer;https://www.cian.ru/sale/flat/293623772/;Москва;sale;flat;6;28;1;43.5;17182500;Хорошево-Мневники;;;Полежаевская;Эмоушен ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303345756/;Москва;sale;flat;4;8;2;59.0;42000000;Пресненский;Большая Садовая ;1;Маяковская;
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/303527409/;Москва;sale;flat;3;18;1;30.6;10500000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
Пионер;developer;https://www.cian.ru/sale/flat/301459957/;Москва;sale;flat;4;11;1;56.1;52874642;Даниловский;;;Павелецкая;Опус ЖК
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304224403/;Москва;sale;flat;1;19;2;94.2;67000000;Хорошево-Мневники;Шелепихинская набережная;34к2зд3;Шелепиха;Сердце Столицы
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/303870914/;Москва;sale;flat;9;17;2;51.1;14800000;Марьино;Новомарьинская ;36К1;Братиславская;
Группа Родина;developer;https://www.cian.ru/sale/flat/304420045/;Москва;sale;flat;4;14;2;49.8;26021300;Можайский;;;Давыдково;Родина Парк ЖК
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/299723346/;Москва;sale;flat;63;66;1;86.0;90000000;Пресненский;1-й Красногвардейский проезд;22;Деловой центр;NEVA TOWERS
ЦеНтр ПИК;real_estate_agent;https://www.cian.ru/sale/flat/294469100/;Москва;sale;flat;9;9;2;44.0;12300000;Нижегородский;Нижегородская ;49А;Нижегородская;
MR Group;developer;https://www.cian.ru/sale/flat/276155299/;Москва;sale;flat;3;57;1;42.77;24617001;Филевский парк;;;Фили;Фили Сити ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300015723/;Москва;sale;flat;20;39;2;64.0;37000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/301906475/;Москва;sale;flat;22;22;1;15.8;7890000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
FORMA;developer;https://www.cian.ru/sale/flat/301158303/;Москва;sale;flat;18;26;1;40.93;40696617;Пресненский;к2.2;к2.2;Белорусская;Репаблик ЖК
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304132271/;Москва;sale;flat;11;43;2;67.1;33000000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/297834914/;Москва;sale;flat;2;19;1;38.3;10500000;Некрасовка;Покровская ;17к4;Некрасовка;Некрасовка
КОРТРОС;developer;https://www.cian.ru/sale/flat/289743607/;Москва;sale;flat;33;41;2;66.47;32756416;Пресненский;Шелепихинское шоссе;;Шелепиха;Headliner
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/303476285/;Москва;sale;flat;9;29;2;68.1;40000000;Хорошево-Мневники;Шелепихинская набережная;34к4;Шелепиха;Сердце Столицы
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/303256815/;Москва;sale;flat;14;16;1;34.6;14400000;Хорошевский; Поликарпова;19К2;Беговая;
Стадион Спартак;developer;https://www.cian.ru/sale/flat/292442347/;Москва;sale;flat;3;13;1;45.4;23081360;Покровское-Стрешнево;Северо-Западный ао;;Спартак;Клубный Город на Реке Примавера ЖК
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/303149151/;Москва;sale;flat;9;10;2;82.0;80000000;Хамовники;Ружейный переулок;3;Смоленская;Смоленская Застава
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/304095088/;Москва;sale;flat;2;27;2;55.8;23486220;Лефортово;;;Римская;Символ ЖК
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/303040538/;Москва;sale;flat;5;8;1;48.3;36852900;Замоскворечье;Шлюзовая набережная;2/1С1;Павелецкая;Элитный жилой комплекс 
Estes;real_estate_agent;https://www.cian.ru/sale/flat/304233063/;Москва;sale;flat;3;22;2;60.8;23000000;Хорошево-Мневники;3-я Хорошевская ;17А;Зорге;Вереск
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/295316100/;Москва;sale;flat;22;42;2;61.6;27990000;Филевский парк;Багратионовский проезд;5Ак1;Фили;Filicity
Центр-Инвест;representative_developer;https://www.cian.ru/sale/flat/304087556/;Москва;sale;flat;7;15;2;40.8;24984579;Раменки;Винницкая ;8к3;Раменки;Настоящее
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/302590858/;Москва;sale;flat;3;8;2;59.3;48800000;Даниловский;Хавская ;9;Шаболовская;Residence Hall Шаболовский
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303223319/;Москва;sale;flat;4;12;2;45.0;11500000;; Липовый Парк;7;Коммунарка;
COLDY;developer;https://www.cian.ru/sale/flat/303330139/;Москва;sale;flat;2;15;1;35.27;28877924;Даниловский; Серпуховский Вал;7с16;Тульская;Дом 7 Даниловский
VOS HOD;developer;https://www.cian.ru/sale/flat/300560437/;Москва;sale;flat;8;17;1;69.3;38918880;Филевский парк; Василисы Кожиной;вл25/1;Филёвский парк;AHEAD
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/302397364/;Москва;sale;flat;9;11;2;83.3;37100000;Беговой;Ленинградский проспект;35С2;Петровский Парк;Квартал апартаментов Искра-Парк
ФСК;developer;https://www.cian.ru/sale/flat/304258094/;Москва;sale;flat;2;29;2;46.3;20186800;Нагатино-Садовники;Варшавское шоссе;37Ак2;Нагатинская;Rotterdam
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298140403/;Москва;sale;flat;25;49;2;93.6;41500000;Проспект Вернадского; Лобачевского;;Проспект Вернадского;Событие
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299250573/;Москва;sale;flat;4;22;2;55.0;42500000;Якиманка;Мытная ;40к1;Октябрьская;Sky House
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/296774064/;Москва;sale;flat;2;24;1;43.9;20014010;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302332660/;Москва;sale;flat;11;13;2;83.0;43900000;Раменки;Винницкая ;8к2;Раменки;Настоящее
Forma;developer;https://www.cian.ru/sale/flat/297983503/;Москва;sale;flat;10;29;1;39.0;19664580;Аэропорт;Часовая ;28к8;Сокол;SOUL
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/303766765/;Москва;sale;flat;4;20;2;76.6;62046000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
Донстрой;developer;https://www.cian.ru/sale/flat/304399794/;Москва;sale;flat;9;13;2;66.1;31827150;Хорошево-Мневники;Жилой комплекс остров;4-й кв-л;Терехово ;Остров
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303873158/;Москва;sale;flat;5;30;1;33.5;13500000;Покровское-Стрешнево;;;Трикотажная;Скай Гарден ЖК
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/298496731/;Москва;sale;flat;14;19;1;29.0;16211000;Щукино; Ротмистрова;2;Октябрьское поле;Театральный квартал
MR Group;developer;https://www.cian.ru/sale/flat/303227151/;Москва;sale;flat;14;30;1;37.6;18068648;Южнопортовый;Волгоградский проспект;32/5к2;Дубровка;Метрополия
Дарья Проскуркина;realtor;https://www.cian.ru/sale/flat/303716320/;Москва;sale;flat;2;12;2;48.0;15850000;Царицыно;Севанская ;38;Царицыно;
MR Group;developer;https://www.cian.ru/sale/flat/303786405/;Москва;sale;flat;12;39;1;33.69;14852731;Западное Дегунино;Северный ао;;Селигерская;Селигер Сити ЖК
Минские холмы;developer;https://www.cian.ru/sale/flat/298045259/;Москва;sale;flat;8;52;2;53.8;21824030;Раменки;проспект Генерала Дорохова;вл1к1;Раменки;Will Towers
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303583248/;Москва;sale;flat;22;45;2;77.1;32300000;Хорошево-Мневники; Шеногина;2;Шелепиха;
Level Group;developer;https://www.cian.ru/sale/flat/304449786/;Москва;sale;flat;24;26;2;41.8;;Нагатино-Садовники;Нагатинская набережная;10А;Нагатинская;Level Нагатинская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303762197/;Москва;sale;flat;8;19;2;60.0;33000000;"Стильный ""лофт"" в е Беговой2-комн. апартаменты";60 м²;;;
СИТИ21;developer;https://www.cian.ru/sale/flat/301300201/;Москва;sale;flat;15;15;1;36.4;24504472;Останкинский;проспект Мира;95;Алексеевская;Hill8
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302818966/;Москва;sale;flat;4;4;2;75.7;39900000;Марьина роща;проезд 12-й Марьиной рощи;8С2;Марьина Роща;Лофт-квартал Studio #12
Level Group;developer;https://www.cian.ru/sale/flat/304073512/;Москва;sale;flat;2;48;2;35.4;;Очаково-Матвеевское;;к8;Аминьевская;Левел Мичуринский ЖК
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/300923063/;Москва;sale;flat;2;15;1;36.6;13995840;Головинский;Северный ао;;Коптево;Михалковский ЖК
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298054081/;Москва;sale;flat;5;9;2;38.0;18500000;Даниловский;оч.3;оч.3;Технопарк;Шагал ЖК
Estes;real_estate_agent;https://www.cian.ru/sale/flat/302009178/;Москва;sale;flat;7;46;2;60.8;21999000;Обручевский; Академика Волгина;вл2с6;Калужская;Архитектор
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298576242/;Москва;sale;flat;15;22;2;38.4;29255040;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304404688/;Москва;sale;flat;12;27;2;80.3;27900000;Даниловский;1-я оч.;к13;ЗИЛ;Shagal
MR Group;developer;https://www.cian.ru/sale/flat/304434457/;Москва;sale;flat;9;21;2;39.44;14265342;Покровское-Стрешнево;Волоколамское шоссе;95/1к12;Трикотажная;City Bay
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/299370745/;Москва;sale;flat;2;6;1;39.0;19500000;Хорошево-Мневники; Саляма Адиля;2А;Народное Ополчение;Wellton SPA Residence
Estes;real_estate_agent;https://www.cian.ru/sale/flat/302214446/;Москва;sale;flat;28;45;2;77.1;37400000;Хорошево-Мневники;;;Шелепиха;Сидней Сити ЖК
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303945348/;Москва;sale;flat;3;17;2;56.8;19290000;Чертаново Северное;Кировоградская ;7;Южная;
MR Group;developer;https://www.cian.ru/sale/flat/303541823/;Москва;sale;flat;18;44;1;41.34;21971194;Марьина роща; 4-я Марьиной рощи;12К3;Марьина Роща;Mod
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300006052/;Москва;sale;flat;2;5;2;103.0;149980000;Тверской;Никольская ;10/2С2б;Лубянка;St. Nickolas
ID 98545149;homeowner;https://www.cian.ru/sale/flat/304568701/;Москва;sale;flat;9;21;2;68.0;28500000;Алексеевский;Новоалексеевская ;16к2;Алексеевская;Серебряный фонтан
Upside Development;developer;https://www.cian.ru/sale/flat/303215964/;Москва;sale;flat;11;12;1;46.2;28644000;Даниловский;2-я Рощинская ;1;Тульская;Данилов дом
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/302451182/;Москва;sale;flat;5;15;2;38.64;8800000;;;к2;Мещерская;Движение. Говорово ЖК
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/298519060/;Москва;sale;flat;5;19;2;52.0;28000000;Хорошево-Мневники;Шелепихинская набережная;34к1зд4;Шелепиха;Сердце Столицы
Мангазея;developer;https://www.cian.ru/sale/flat/304059533/;Москва;sale;flat;3;41;2;72.5;29819250;Даниловский;Большая Тульская ;10С5;Тульская;Мангазея на Тульской
Estes;real_estate_agent;https://www.cian.ru/sale/flat/300479650/;Москва;sale;flat;12;26;2;45.3;27000000;Покровское-Стрешнево;Летная ;95Бк2;Спартак;ÁLIA
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/300284866/;Москва;sale;flat;19;24;2;70.0;42000000;Хорошевский;Хорошевское шоссе;25Ак3;Хорошёвская;Династия
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/304095566/;Москва;sale;flat;2;49;2;67.2;29749440;Раменки;Кинематографический кв-л;;Мичуринский проспект;Событие ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/301194318/;Москва;sale;flat;16;17;2;37.7;9290000;;;к10-11;Бунинская аллея;Эко Бунино ЖК
Кристина Лебедева;realtor;https://www.cian.ru/sale/flat/297066948/;Москва;sale;flat;4;4;2;44.0;11950000;Соколиная гора;Щербаковская ;53;Измайлово;
КРОСТ;developer;https://www.cian.ru/sale/flat/296745539/;Москва;sale;flat;21;28;1;36.9;18117900;Хорошево-Мневники; Генерала Глаголева;;;CRYSTAL Трилогия
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/301381513/;Москва;sale;flat;2;16;1;31.0;7650000;;;к18-19;Бунинская аллея;Эко Бунино ЖК
Level Group;developer;https://www.cian.ru/sale/flat/301556999/;Москва;sale;flat;29;31;2;40.2;;Западное Дегунино;Северный ао;к3;Верхние Лихоборы;Левел Селигерская ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/302939791/;Москва;sale;flat;6;7;1;33.05;8500000;;;;Санино;Квартал Западный ЖК
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/304121118/;Москва;sale;flat;4;12;2;38.7;13300000;Гольяново;Уральская ;1;Щёлковская;
ASTERUS;representative_developer;https://www.cian.ru/sale/flat/299661848/;Москва;sale;flat;2;14;2;57.0;28160045;Покровское-Стрешнево;;;Тушинская;Алиа ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/302961802/;Москва;sale;flat;12;21;1;37.3;9250000;;;;Бунинская аллея;Бунинские кварталы
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/301906284/;Москва;sale;flat;5;9;2;64.0;47000000;Хамовники;Фрунзенская набережная;44С1;Фрунзенская;
ЦеНтр ПИК;real_estate_agent;https://www.cian.ru/sale/flat/303155483/;Москва;sale;flat;3;7;2;80.0;29290000;Басманный;Нижняя Красносельская ;35С2;Бауманская;Kleinhouse
Upside Development;developer;https://www.cian.ru/sale/flat/303215976/;Москва;sale;flat;12;12;1;58.7;38155000;Даниловский;2-я Рощинская ;1;Тульская;Данилов дом
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296403571/;Москва;sale;flat;4;8;2;65.0;42400000;Тверской;Благовещенский переулок;5;Маяковская;
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/300660827/;Москва;sale;flat;28;29;2;53.6;42800000;Якиманка;Мытная ;40к4;Октябрьская;Sky House
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300812063/;Москва;sale;flat;2;3;2;77.0;50000000;Хамовники;Саввинская набережная;5;Киевская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302543412/;Москва;sale;flat;8;9;2;71.3;60000000;Тверской;1-я Тверская-Ямская ;7;Маяковская;
Стоун Бридж эстейт;real_estate_agent;https://www.cian.ru/sale/flat/290075868/;Москва;sale;flat;2;16;1;49.3;60000000;Якиманка; Большая Якиманка;22К3;Полянка;Коперник
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299008779/;Москва;sale;flat;12;28;2;121.68;63400000;Кунцево; Академика Павлова;28;Молодёжная;Академика Павлова
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/290532622/;Москва;sale;flat;3;7;2;112.0;85000000;Хамовники;Комсомольский проспект;42С2;Спортивная;Clerkenwell House
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/265196500/;Москва;sale;flat;4;7;2;66.1;87015900;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/295368581/;Москва;sale;flat;3;9;2;135.4;145000000;Якиманка; Малая Полянка;2;Полянка;Онегин
Sminex;developer;https://www.cian.ru/sale/flat/294328835/;Москва;sale;flat;3;6;1;78.7;164750000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290697585/;Москва;sale;flat;3;9;2;148.5;230000000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
ONE Company;real_estate_agent;https://www.cian.ru/sale/flat/301260654/;Москва;sale;flat;16;22;1;15.3;7450000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/295014010/;Москва;sale;flat;6;22;1;17.3;8590000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/300858701/;Москва;sale;flat;6;22;1;17.3;8590000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/296124514/;Москва;sale;flat;22;22;1;17.2;8780000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/294623881/;Москва;sale;flat;22;22;1;19.4;8880000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/300822403/;Москва;sale;flat;22;22;1;19.4;8880000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/301476484/;Москва;sale;flat;13;22;1;17.6;8900000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/294621795/;Москва;sale;flat;13;22;1;19.9;9070000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
ID 96167522;realtor;https://www.cian.ru/sale/flat/298882717/;Москва;sale;flat;9;9;1;36.5;9215000;Люблино; Верхние Поля;27С2;Братиславская;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/292542632/;Москва;sale;flat;15;22;1;19.0;9280000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/303666748/;Москва;sale;flat;16;22;1;19.2;10000000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/302524825/;Москва;sale;flat;5;12;2;52.1;15490000;Коптево;проезд Черепановых;72К1;Лихоборы;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/296506433/;Москва;sale;flat;8;24;2;50.7;17100000;Можайский; Толбухина;11К2;Сетунь;
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/301506427/;Москва;sale;flat;1;12;2;38.2;17200000;Тверской; Бутырский Вал;34;Белорусская;
Андрей Иванов;realtor;https://www.cian.ru/sale/flat/299174112/;Москва;sale;flat;22;33;1;34.4;19000000;Хорошево-Мневники;Причальный проезд;10Б;Шелепиха;Level Причальный
MR Group;developer;https://www.cian.ru/sale/flat/303227074/;Москва;sale;flat;17;30;1;41.5;19199932;Южнопортовый;Волгоградский проспект;32/3к4;Волгоградский проспект;Метрополия
Level Group;developer;https://www.cian.ru/sale/flat/301797575/;Москва;sale;flat;2;48;1;32.5;;Очаково-Матвеевское;;к8;Аминьевская;Левел Мичуринский ЖК
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302691898/;Москва;sale;flat;18;28;1;48.8;19500000;Даниловский;1-я оч.;к5;ЗИЛ;Shagal
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300140948/;Москва;sale;flat;11;20;1;44.0;22490000;Левобережный;Ленинградское шоссе;69;Беломорская;Aquatoria
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/296736911/;Москва;sale;flat;4;21;1;45.15;22500000;Алексеевский;Новоалексеевская ;16к2;Алексеевская;Серебряный фонтан
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303947008/;Москва;sale;flat;6;12;2;49.9;23190000;Филевский парк;Кастанаевская ;7;Багратионовская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304119233/;Москва;sale;flat;8;24;2;45.2;23300000;Хорошево-Мневники;Шелепихинская набережная;40к2;Шелепиха;Sydney City
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/303933867/;Москва;sale;flat;8;46;2;43.5;23500000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/296649512/;Москва;sale;flat;19;27;2;60.0;23500000;Лефортово; Крузенштерна;10к1;Авиамоторная;Символ
Level Group;developer;https://www.cian.ru/sale/flat/303990061/;Москва;sale;flat;3;11;1;37.9;;Басманный;Большая Почтовая ;;Электрозаводская;Level Бауманская
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/293718260/;Москва;sale;flat;5;6;1;43.0;27500000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300386935/;Москва;sale;flat;10;33;2;44.3;28500000;Хорошево-Мневники;Причальный проезд;10А;Шелепиха;Level Причальный
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303196371/;Москва;sale;flat;14;28;2;67.0;28900000;Можайский;переулок 2-й Петра Алексеева;5;Рабочий посёлок;КутузовGRAD II
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/304320920/;Москва;sale;flat;3;41;2;66.0;29000000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304321330/;Москва;sale;flat;18;20;2;82.6;31500000;Даниловский;Автозаводская ;26;Тульская;Portland
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/288460035/;Москва;sale;flat;9;21;2;50.3;32900000;Басманный; Земляной Вал;37к1;Чкаловская;Дом Chkalov
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302295108/;Москва;sale;flat;10;46;2;58.5;39900000;Даниловский;Дубининская ;59А;Павелецкая;Павелецкая Сити
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296565916/;Москва;sale;flat;4;8;2;65.0;44900000;Тверской;Благовещенский переулок;5;Маяковская;
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299008778/;Москва;sale;flat;4;28;2;70.0;48000000;Кунцево; Академика Павлова;28;Молодёжная;Академика Павлова
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298329420/;Москва;sale;flat;2;9;1;49.2;50910200;Таганский;Серебрянический переулок;6;Китай-город;Титул на Серебрянической
Capital Group;developer;https://www.cian.ru/sale/flat/301483027/;Москва;sale;flat;12;18;1;53.4;59653573;Дорогомилово;;;Москва-Сити;Бадаевский ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300133660/;Москва;sale;flat;3;3;2;107.8;70000000;Покровское-Стрешнево;Ленинградское шоссе;23к1;Балтийская;TWEED PARK
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303370372/;Москва;sale;flat;4;8;1;57.0;69900000;Таганский;Тессинский переулок;1;Чкаловская;Тессинский, 1
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299558863/;Москва;sale;flat;2;4;2;136.6;75000000;Донской;Варшавское шоссе;9с28;Тульская;Даниловская мануфактура
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300006046/;Москва;sale;flat;4;6;2;156.0;77400000;Тверской; Малая Дмитровка;29С1;Маяковская;
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/303920462/;Москва;sale;flat;17;78;2;92.0;80000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/289899659/;Москва;sale;flat;4;7;2;66.1;87015900;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/304284805/;Москва;sale;flat;4;7;2;68.5;92413080;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/299328634/;Москва;sale;flat;7;12;2;77.2;104900000;Хамовники; Ефремова;10с1к4/2;Фрунзенская;Садовые кварталы
